Timestamp,Series_No,Product_No,class
Timestamp: 10/15/15 06:25:39,WK00001576,579,OK
Timestamp: 10/15/15 06:29:07,WK00001576,2738,OK
Timestamp: 10/15/15 06:29:37,WK00001576,2476,OK
Timestamp: 10/15/15 06:31:15,WK00001576,2552,OK
Timestamp: 10/15/15 06:34:59,WK00001576,6487,Failure
Timestamp: 10/16/15 06:38:02,WK00001576,114,OK
Timestamp: 10/16/15 06:41:12,WK00001576,6728,Failure
Timestamp: 10/16/15 06:41:30,WK00001576,2044,OK
Timestamp: 10/16/15 06:42:18,WK00001576,2574,OK
Timestamp: 10/16/15 06:42:59,WK00001576,1294,OK
Timestamp: 10/16/15 06:43:14,WK00001576,2604,OK
Timestamp: 10/16/15 06:43:39,WK00001576,620,OK
Timestamp: 10/16/15 06:48:52,YZ00001723,9267,Failure
Timestamp: 10/16/15 06:49:11,YZ00001723,4652,OK
Timestamp: 10/16/15 06:54:09,YZ00001723,7787,Failure
Timestamp: 10/16/15 06:54:27,YZ00001723,9090,Failure
Timestamp: 10/17/15 06:58:25,YZ00001723,8992,Failure
Timestamp: 10/17/15 07:01:19,YZ00001723,4948,OK
Timestamp: 10/17/15 07:05:39,YZ00001723,8619,Failure
Timestamp: 10/17/15 07:11:14,YZ00001723,9895,Failure
Timestamp: 10/17/15 07:13:36,YZ00001723,9616,Failure
Timestamp: 10/17/15 07:17:20,YZ00001723,4905,OK
Timestamp: 10/17/15 07:19:42,YZ00001723,9818,Failure
Timestamp: 10/17/15 07:23:33,YZ00001723,7291,Failure
Timestamp: 10/17/15 07:26:41,YZ00001723,9832,Failure
Timestamp: 10/17/15 07:32:20,YZ00001723,4391,OK
Timestamp: 10/17/15 07:35:19,YZ00001723,7800,Failure
Timestamp: 10/17/15 07:38:10,YZ00001723,3724,OK
Timestamp: 10/17/15 07:42:52,YZ00001723,8981,Failure
Timestamp: 10/17/15 07:47:45,YZ00001723,7220,Failure
Timestamp: 10/17/15 07:53:35,YZ00001723,9121,Failure
Timestamp: 10/17/15 07:54:57,YZ00001723,4381,OK
Timestamp: 10/17/15 07:55:15,YZ00001723,9187,Failure
Timestamp: 10/17/15 07:57:34,YZ00001723,9009,Failure
Timestamp: 10/17/15 07:58:35,YZ00001723,8329,Failure
Timestamp: 10/18/15 08:04:09,YZ00001723,4384,OK
Timestamp: 10/18/15 08:08:13,YZ00001723,9285,Failure
Timestamp: 10/18/15 08:09:07,YZ00001723,7354,Failure
Timestamp: 10/18/15 08:11:21,YZ00001723,8309,Failure
Timestamp: 10/18/15 08:13:38,YZ00001723,9764,Failure
Timestamp: 10/18/15 08:17:47,YZ00001723,9678,Failure
Timestamp: 10/19/15 08:18:25,YZ00001723,8886,Failure
Timestamp: 10/20/15 08:23:08,YZ00001723,8929,Failure
Timestamp: 10/20/15 08:26:53,YZ00001723,7551,Failure
Timestamp: 10/20/15 08:31:38,YZ00001723,7611,Failure
Timestamp: 10/20/15 08:36:08,YZ00001723,9802,Failure
Timestamp: 10/20/15 08:40:58,YZ00001723,3754,OK
Timestamp: 10/20/15 08:44:47,YZ00001723,9479,Failure
Timestamp: 10/20/15 08:46:30,YZ00001723,4429,OK
Timestamp: 10/20/15 08:46:32,XK00001402,464,OK
Timestamp: 10/20/15 08:52:12,XK00001402,54,OK
Timestamp: 10/20/15 08:54:22,XK00001402,3024,OK
Timestamp: 10/20/15 08:59:01,XK00001402,2915,OK
Timestamp: 10/20/15 09:01:24,XK00001402,3997,OK
Timestamp: 10/20/15 09:06:33,XK00001402,510,OK
Timestamp: 10/20/15 09:07:23,XK00001402,8050,Failure
Timestamp: 10/20/15 09:08:46,XK00001402,6482,Failure
Timestamp: 10/20/15 09:13:12,XK00001402,6978,Failure
Timestamp: 10/20/15 09:15:29,XK00001402,444,OK
Timestamp: 10/20/15 09:16:10,XK00001402,5672,Failure
Timestamp: 10/20/15 09:16:44,XK00001402,3160,OK
Timestamp: 10/20/15 09:17:30,XK00001402,751,OK
Timestamp: 10/20/15 09:20:55,XK00001402,3446,OK
Timestamp: 10/20/15 09:25:11,XK00001402,6306,Failure
Timestamp: 10/20/15 09:29:51,XK00001402,798,OK
Timestamp: 10/20/15 09:34:21,XK00001402,3910,OK
Timestamp: 10/20/15 09:37:07,XK00001402,6861,Failure
Timestamp: 10/20/15 09:41:36,XK00001402,6540,Failure
Timestamp: 10/20/15 09:45:23,XK00001402,5351,Failure
Timestamp: 10/20/15 09:48:48,XK00001402,6286,Failure
Timestamp: 10/20/15 09:53:21,XK00001402,102,OK
Timestamp: 10/21/15 09:53:43,XK00001402,553,OK
Timestamp: 10/22/15 09:58:20,XK00001402,858,OK
Timestamp: 10/22/15 10:03:33,XK00001402,215,OK
Timestamp: 10/22/15 10:06:51,XK00001402,938,OK
Timestamp: 10/22/15 10:08:20,XK00001402,5572,Failure
Timestamp: 10/23/15 10:09:43,XK00001402,5103,Failure
Timestamp: 10/23/15 10:15:19,XK00001402,3258,OK
Timestamp: 10/24/15 10:21:02,XK00001402,4186,OK
Timestamp: 10/24/15 10:25:35,XK00001402,3316,OK
Timestamp: 10/24/15 10:28:35,XK00001402,960,OK
Timestamp: 10/24/15 10:34:10,XK00001402,6866,Failure
Timestamp: 10/24/15 10:38:19,XK00001402,2384,OK
Timestamp: 10/24/15 10:39:29,WK00001576,2431,OK
Timestamp: 10/24/15 10:40:40,WK00001576,3904,OK
Timestamp: 10/24/15 10:42:40,WK00001576,6299,Failure
Timestamp: 10/24/15 10:44:52,WK00001576,339,OK
Timestamp: 10/24/15 10:49:10,WK00001576,6042,Failure
Timestamp: 10/24/15 10:50:46,WK00001576,3584,OK
Timestamp: 10/24/15 10:55:02,WK00001576,6263,Failure
Timestamp: 10/24/15 10:55:20,WK00001576,5990,Failure
Timestamp: 10/24/15 10:59:28,WK00001576,1916,OK
Timestamp: 10/24/15 11:03:42,WK00001576,1755,OK
Timestamp: 10/24/15 11:05:35,WK00001576,216,OK
Timestamp: 10/24/15 11:10:21,WK00001576,1364,OK
Timestamp: 10/24/15 11:13:12,WK00001576,3983,OK
Timestamp: 10/24/15 11:16:58,WK00001576,3925,OK
Timestamp: 10/24/15 11:19:40,WK00001576,2191,OK
Timestamp: 10/24/15 11:20:16,WK00001576,2509,OK
Timestamp: 10/24/15 11:23:48,WK00001576,4075,OK
Timestamp: 10/24/15 11:24:34,WK00001576,6661,Failure
Timestamp: 10/24/15 11:28:08,WK00001576,4175,OK
Timestamp: 10/24/15 11:30:47,WK00001576,79,OK
Timestamp: 10/24/15 11:33:18,WK00001576,1953,OK
Timestamp: 10/24/15 11:36:44,WK00001576,6430,Failure
Timestamp: 10/24/15 11:40:36,WK00001576,5039,Failure
Timestamp: 10/24/15 11:41:30,WK00001576,1070,OK
Timestamp: 10/24/15 11:44:02,WK00001576,5031,Failure
Timestamp: 10/24/15 11:47:11,WK00001576,1204,OK
Timestamp: 10/25/15 11:52:31,WK00001576,112,OK
Timestamp: 10/25/15 11:53:20,WK00001576,7944,Failure
Timestamp: 10/26/15 11:58:34,YZ00001723,8755,Failure
Timestamp: 10/26/15 12:02:03,YZ00001723,8789,Failure
Timestamp: 10/26/15 12:02:35,YZ00001723,7879,Failure
Timestamp: 10/27/15 12:04:32,YZ00001723,7523,Failure
Timestamp: 10/27/15 12:07:36,YZ00001723,7307,Failure
Timestamp: 10/27/15 12:13:16,YZ00001723,7225,Failure
Timestamp: 10/28/15 12:18:51,YZ00001723,8408,Failure
Timestamp: 10/28/15 12:20:31,YZ00001723,8488,Failure
Timestamp: 10/28/15 12:22:10,YZ00001723,7609,Failure
Timestamp: 10/29/15 12:25:56,YZ00001723,7845,Failure
Timestamp: 10/29/15 12:30:14,YZ00001723,4405,OK
Timestamp: 10/29/15 12:35:11,YZ00001723,9348,Failure
Timestamp: 10/29/15 12:38:44,YZ00001723,8482,Failure
Timestamp: 10/29/15 12:41:32,YZ00001723,7461,Failure
Timestamp: 10/29/15 12:46:29,YZ00001723,4707,OK
Timestamp: 10/29/15 12:51:15,YZ00001723,4655,OK
Timestamp: 10/29/15 12:53:37,YZ00001723,8745,Failure
Timestamp: 10/29/15 12:58:25,YZ00001723,4423,OK
Timestamp: 10/29/15 13:02:47,YZ00001723,9529,Failure
Timestamp: 10/29/15 13:06:02,YZ00001723,8914,Failure
Timestamp: 10/29/15 13:10:51,YZ00001723,4709,OK
Timestamp: 10/29/15 13:11:03,YZ00001723,7482,Failure
Timestamp: 10/29/15 13:14:36,YZ00001723,7682,Failure
Timestamp: 10/29/15 13:17:48,YZ00001723,7588,Failure
Timestamp: 10/29/15 13:21:32,YZ00001723,9804,Failure
Timestamp: 10/29/15 13:24:12,YZ00001723,8370,Failure
Timestamp: 10/29/15 13:24:40,YZ00001723,7671,Failure
Timestamp: 10/30/15 13:27:48,YZ00001723,4242,OK
Timestamp: 10/30/15 13:32:03,YZ00001723,7890,Failure
Timestamp: 10/30/15 13:33:19,YZ00001723,7265,Failure
Timestamp: 10/30/15 13:35:01,YZ00001723,8562,Failure
Timestamp: 10/31/15 13:35:24,YZ00001723,9471,Failure
Timestamp: 10/31/15 13:35:38,YZ00001723,4264,OK
Timestamp: 10/31/15 13:36:44,YZ00001723,2837,OK
Timestamp: 10/31/15 13:40:47,YZ00001723,3685,OK
Timestamp: 10/31/15 13:44:58,YZ00001723,7464,Failure
Timestamp: 10/31/15 13:47:37,YZ00001723,8588,Failure
Timestamp: 10/31/15 13:51:56,YZ00001723,8942,Failure
Timestamp: 11/01/15 13:55:16,YZ00001723,8521,Failure
Timestamp: 11/01/15 13:55:45,YZ00001723,7284,Failure
Timestamp: 11/01/15 14:00:47,YZ00001723,4688,OK
Timestamp: 11/02/15 14:03:23,YZ00001723,9876,Failure
Timestamp: 11/02/15 14:06:47,YZ00001723,3670,OK
Timestamp: 11/02/15 14:11:21,YZ00001723,7822,Failure
Timestamp: 11/02/15 14:13:35,YZ00001723,3600,OK
Timestamp: 11/02/15 14:16:39,YZ00001723,8766,Failure
Timestamp: 11/02/15 14:18:59,YZ00001723,9936,Failure
Timestamp: 11/02/15 14:19:33,YZ00001723,7517,Failure
Timestamp: 11/02/15 14:25:14,YZ00001723,4230,OK
Timestamp: 11/02/15 14:30:34,XK00001402,3030,OK
Timestamp: 11/02/15 14:31:46,XK00001402,8029,Failure
Timestamp: 11/03/15 14:34:59,XK00001402,7143,Failure
Timestamp: 11/03/15 14:40:07,XK00001402,2495,OK
Timestamp: 11/03/15 14:42:45,XK00001402,1599,OK
Timestamp: 11/03/15 14:46:56,XK00001402,2088,OK
Timestamp: 11/03/15 14:49:44,XK00001402,656,OK
Timestamp: 11/04/15 14:55:19,XK00001402,1827,OK
Timestamp: 11/04/15 14:58:32,XK00001402,6822,Failure
Timestamp: 11/04/15 15:01:47,XK00001402,1159,OK
Timestamp: 11/04/15 15:05:35,XK00001402,527,OK
Timestamp: 11/04/15 15:06:36,XK00001402,2671,OK
Timestamp: 11/04/15 15:11:38,XK00001402,5835,Failure
Timestamp: 11/05/15 15:16:54,XK00001402,3299,OK
Timestamp: 11/05/15 15:20:04,XK00001402,1598,OK
Timestamp: 11/05/15 15:23:31,XK00001402,5883,Failure
Timestamp: 11/05/15 15:23:32,XK00001402,5099,Failure
Timestamp: 11/05/15 15:24:34,XK00001402,2754,OK
Timestamp: 11/05/15 15:28:33,XK00001402,1638,OK
Timestamp: 11/05/15 15:33:12,XK00001402,856,OK
Timestamp: 11/05/15 15:38:46,XK00001402,6078,Failure
Timestamp: 11/05/15 15:43:42,XK00001402,6039,Failure
Timestamp: 11/05/15 15:49:11,XK00001402,2921,OK
Timestamp: 11/05/15 15:52:45,XK00001402,5382,Failure
Timestamp: 11/05/15 15:55:13,XK00001402,5280,Failure
Timestamp: 11/05/15 16:00:47,XK00001402,7765,Failure
Timestamp: 11/05/15 16:01:25,XK00001402,2179,OK
Timestamp: 11/06/15 16:05:49,XK00001402,6412,Failure
Timestamp: 11/07/15 16:11:41,XK00001402,359,OK
Timestamp: 11/07/15 16:13:02,XK00001402,3496,OK
Timestamp: 11/07/15 16:17:35,XK00001402,1460,OK
Timestamp: 11/07/15 16:19:45,XK00001402,767,OK
Timestamp: 11/07/15 16:23:22,XK00001402,362,OK
Timestamp: 11/07/15 16:23:31,XK00001402,2613,OK
Timestamp: 11/07/15 16:24:35,WK00001576,3440,OK
Timestamp: 11/08/15 16:26:52,WK00001576,3249,OK
Timestamp: 11/08/15 16:31:13,WK00001576,3361,OK
Timestamp: 11/08/15 16:33:35,WK00001576,1858,OK
Timestamp: 11/08/15 16:38:55,WK00001576,2287,OK
Timestamp: 11/08/15 16:44:14,WK00001576,1658,OK
Timestamp: 11/09/15 16:49:02,WK00001576,1358,OK
Timestamp: 11/09/15 16:50:49,WK00001576,6443,Failure
Timestamp: 11/09/15 16:52:47,WK00001576,368,OK
Timestamp: 11/09/15 16:53:06,WK00001576,6282,Failure
Timestamp: 11/10/15 16:53:12,WK00001576,2798,OK
Timestamp: 11/10/15 16:54:04,WK00001576,1497,OK
Timestamp: 11/10/15 16:54:19,WK00001576,1475,OK
Timestamp: 11/10/15 16:56:05,WK00001576,5459,Failure
Timestamp: 11/11/15 16:57:13,WK00001576,3453,OK
Timestamp: 11/11/15 17:00:48,WK00001576,5867,Failure
Timestamp: 11/12/15 17:00:54,WK00001576,8113,Failure
Timestamp: 11/12/15 17:02:16,WK00001576,6960,Failure
Timestamp: 11/12/15 17:04:01,WK00001576,5093,Failure
Timestamp: 11/12/15 17:07:29,WK00001576,915,OK
Timestamp: 11/13/15 17:10:24,WK00001576,5987,Failure
Timestamp: 11/13/15 17:15:55,WK00001576,5018,Failure
Timestamp: 11/13/15 17:17:46,WK00001576,6265,Failure
Timestamp: 11/14/15 17:23:05,WK00001576,2606,OK
Timestamp: 11/14/15 17:26:10,WK00001576,271,OK
Timestamp: 11/14/15 17:31:37,WK00001576,2649,OK
Timestamp: 11/14/15 17:37:16,WK00001576,6768,Failure
Timestamp: 11/14/15 17:37:45,WK00001576,3321,OK
Timestamp: 11/14/15 17:39:04,WK00001576,372,OK
Timestamp: 11/14/15 17:42:18,WK00001576,2028,OK
Timestamp: 11/14/15 17:44:54,WK00001576,5009,Failure
Timestamp: 11/14/15 17:50:52,WK00001576,1407,OK
Timestamp: 11/14/15 17:55:26,WK00001576,5156,Failure
Timestamp: 11/14/15 17:59:54,WK00001576,994,OK
Timestamp: 11/14/15 18:01:08,WK00001576,857,OK
Timestamp: 11/14/15 18:01:21,WK00001576,2774,OK
Timestamp: 11/14/15 18:02:50,WK00001576,703,OK
Timestamp: 11/14/15 18:08:20,WK00001576,8151,Failure
Timestamp: 11/14/15 18:09:47,WK00001576,123,OK
Timestamp: 11/14/15 18:10:29,WK00001576,2935,OK
Timestamp: 11/14/15 18:11:47,YZ00001723,9611,Failure
Timestamp: 11/14/15 18:16:12,YZ00001723,7188,Failure
Timestamp: 11/14/15 18:19:25,YZ00001723,9508,Failure
Timestamp: 11/15/15 18:20:12,YZ00001723,9793,Failure
Timestamp: 11/15/15 18:23:26,YZ00001723,9875,Failure
Timestamp: 11/16/15 18:24:19,YZ00001723,9792,Failure
Timestamp: 11/17/15 18:26:19,YZ00001723,4754,OK
Timestamp: 11/17/15 18:27:25,YZ00001723,8523,Failure
Timestamp: 11/17/15 18:33:21,YZ00001723,4403,OK
Timestamp: 11/18/15 18:38:50,YZ00001723,9504,Failure
Timestamp: 11/18/15 18:42:18,YZ00001723,7701,Failure
Timestamp: 11/19/15 18:47:36,YZ00001723,8001,Failure
Timestamp: 11/19/15 18:50:46,YZ00001723,9914,Failure
Timestamp: 11/19/15 18:52:14,YZ00001723,9601,Failure
Timestamp: 11/19/15 18:54:42,YZ00001723,7782,Failure
Timestamp: 11/19/15 19:00:36,YZ00001723,8894,Failure
Timestamp: 11/20/15 19:03:15,YZ00001723,9675,Failure
Timestamp: 11/20/15 19:08:03,YZ00001723,8643,Failure
Timestamp: 11/21/15 19:13:17,YZ00001723,2757,OK
Timestamp: 11/21/15 19:14:16,YZ00001723,8257,Failure
Timestamp: 11/21/15 19:14:25,YZ00001723,9077,Failure
Timestamp: 11/22/15 19:20:17,YZ00001723,9657,Failure
Timestamp: 11/22/15 19:21:10,YZ00001723,3656,OK
Timestamp: 11/22/15 19:26:38,YZ00001723,4921,OK
Timestamp: 11/22/15 19:26:45,YZ00001723,4953,OK
Timestamp: 11/22/15 19:26:51,YZ00001723,8541,Failure
Timestamp: 11/22/15 19:27:35,YZ00001723,7067,Failure
Timestamp: 11/23/15 19:32:17,YZ00001723,8160,Failure
Timestamp: 11/23/15 19:35:05,YZ00001723,9289,Failure
Timestamp: 11/23/15 19:37:46,YZ00001723,9540,Failure
Timestamp: 11/23/15 19:43:15,YZ00001723,4964,OK
Timestamp: 11/23/15 19:46:27,YZ00001723,8613,Failure
Timestamp: 11/23/15 19:47:18,YZ00001723,8589,Failure
Timestamp: 11/23/15 19:52:29,YZ00001723,8294,Failure
Timestamp: 11/23/15 19:52:53,YZ00001723,3738,OK
Timestamp: 11/23/15 19:54:43,YZ00001723,7633,Failure
Timestamp: 11/24/15 19:58:57,YZ00001723,4447,OK
Timestamp: 11/25/15 20:03:53,XK00001402,8068,Failure
Timestamp: 11/25/15 20:05:46,XK00001402,3881,OK
Timestamp: 11/25/15 20:10:17,XK00001402,3383,OK
Timestamp: 11/25/15 20:14:08,XK00001402,3071,OK
Timestamp: 11/25/15 20:18:48,XK00001402,5862,Failure
Timestamp: 11/25/15 20:22:31,XK00001402,3259,OK
Timestamp: 11/25/15 20:26:21,XK00001402,7913,Failure
Timestamp: 11/25/15 20:28:31,XK00001402,3495,OK
Timestamp: 11/25/15 20:30:37,XK00001402,7112,Failure
Timestamp: 11/25/15 20:33:04,XK00001402,5938,Failure
Timestamp: 11/26/15 20:38:06,XK00001402,1151,OK
Timestamp: 11/26/15 20:41:55,XK00001402,3847,OK
Timestamp: 11/26/15 20:46:57,XK00001402,7866,Failure
Timestamp: 11/27/15 20:47:35,XK00001402,1861,OK
Timestamp: 11/27/15 20:49:41,XK00001402,1743,OK
Timestamp: 11/27/15 20:55:29,XK00001402,1991,OK
Timestamp: 11/27/15 21:00:14,XK00001402,7906,Failure
Timestamp: 11/27/15 21:04:00,XK00001402,5907,Failure
Timestamp: 11/27/15 21:05:09,XK00001402,515,OK
Timestamp: 11/27/15 21:07:44,XK00001402,5069,Failure
Timestamp: 11/27/15 21:10:09,XK00001402,270,OK
Timestamp: 11/27/15 21:14:59,XK00001402,816,OK
Timestamp: 11/27/15 21:20:01,XK00001402,2324,OK
Timestamp: 11/27/15 21:23:12,XK00001402,1396,OK
Timestamp: 11/27/15 21:28:57,XK00001402,6442,Failure
Timestamp: 11/27/15 21:30:11,XK00001402,3897,OK
Timestamp: 11/27/15 21:32:28,XK00001402,1309,OK
Timestamp: 11/27/15 21:36:18,XK00001402,3154,OK
Timestamp: 11/27/15 21:38:13,XK00001402,526,OK
Timestamp: 11/27/15 21:40:14,XK00001402,2906,OK
Timestamp: 11/27/15 21:45:22,XK00001402,554,OK
Timestamp: 11/28/15 21:51:13,XK00001402,6389,Failure
Timestamp: 11/28/15 21:54:18,XK00001402,4134,OK
Timestamp: 11/28/15 21:56:29,XK00001402,52,OK
Timestamp: 11/29/15 21:58:08,XK00001402,3483,OK
Timestamp: 11/29/15 21:59:12,XK00001402,2614,OK
Timestamp: 11/29/15 22:00:26,XK00001402,6547,Failure
Timestamp: 11/29/15 22:03:13,XK00001402,6219,Failure
Timestamp: 11/30/15 22:08:52,XK00001402,7894,Failure
Timestamp: 11/30/15 22:09:39,WK00001576,135,OK
Timestamp: 11/30/15 22:12:16,WK00001576,9385,Failure
Timestamp: 11/30/15 22:18:06,WK00001576,217,OK
Timestamp: 11/30/15 22:21:44,WK00001576,6415,Failure
Timestamp: 11/30/15 22:23:36,WK00001576,1712,OK
Timestamp: 11/30/15 22:29:08,WK00001576,5673,Failure
Timestamp: 11/30/15 22:31:16,WK00001576,260,OK
Timestamp: 11/30/15 22:35:30,WK00001576,5190,Failure
Timestamp: 11/30/15 22:39:27,WK00001576,3106,OK
Timestamp: 12/01/15 22:40:33,WK00001576,897,OK
Timestamp: 12/02/15 22:45:14,WK00001576,563,OK
Timestamp: 12/02/15 22:48:54,WK00001576,6604,Failure
Timestamp: 12/02/15 22:53:06,WK00001576,2684,OK
Timestamp: 12/02/15 22:54:56,WK00001576,6897,Failure
Timestamp: 12/02/15 22:59:36,WK00001576,1318,OK
Timestamp: 12/02/15 23:02:29,WK00001576,2771,OK
Timestamp: 12/02/15 23:07:31,WK00001576,558,OK
Timestamp: 12/02/15 23:13:06,WK00001576,2602,OK
Timestamp: 12/03/15 23:16:56,WK00001576,224,OK
Timestamp: 12/03/15 23:19:21,WK00001576,6488,Failure
Timestamp: 12/03/15 23:22:17,WK00001576,1594,OK
Timestamp: 12/03/15 23:23:40,WK00001576,3194,OK
Timestamp: 12/03/15 23:26:32,WK00001576,6200,Failure
Timestamp: 12/04/15 23:29:08,WK00001576,934,OK
Timestamp: 12/05/15 23:29:55,WK00001576,1592,OK
Timestamp: 12/05/15 23:31:22,WK00001576,232,OK
Timestamp: 12/05/15 23:36:55,WK00001576,8058,Failure
Timestamp: 12/05/15 23:41:05,WK00001576,3332,OK
Timestamp: 12/05/15 23:41:14,WK00001576,1213,OK
Timestamp: 12/05/15 23:46:45,WK00001576,2488,OK
Timestamp: 12/05/15 23:47:02,WK00001576,2568,OK
Timestamp: 12/05/15 23:49:39,WK00001576,2207,OK
Timestamp: 12/05/15 23:49:43,WK00001576,8130,Failure
Timestamp: 12/05/15 23:53:01,WK00001576,1530,OK
Timestamp: 12/05/15 23:54:30,WK00001576,6622,Failure
Timestamp: 12/05/15 23:54:47,WK00001576,3475,OK
Timestamp: 12/05/15 23:55:29,WK00001576,5091,Failure
Timestamp: 12/06/15 23:58:48,WK00001576,5868,Failure
Timestamp: 12/07/15 00:00:24,WK00001576,3948,OK
Timestamp: 12/08/15 00:04:12,WK00001576,2523,OK
Timestamp: 12/08/15 00:05:25,WK00001576,3156,OK
Timestamp: 12/09/15 00:09:27,WK00001576,5200,Failure
Timestamp: 12/09/15 00:09:46,WK00001576,2910,OK
Timestamp: 12/10/15 00:11:16,YZ00001723,8088,Failure
Timestamp: 12/10/15 00:13:13,YZ00001723,7341,Failure
Timestamp: 12/10/15 00:18:01,YZ00001723,7344,Failure
Timestamp: 12/10/15 00:21:40,YZ00001723,8090,Failure
Timestamp: 12/10/15 00:22:21,YZ00001723,7575,Failure
Timestamp: 12/10/15 00:28:01,YZ00001723,9333,Failure
Timestamp: 12/10/15 00:29:36,YZ00001723,4830,OK
Timestamp: 12/10/15 00:34:07,YZ00001723,7632,Failure
Timestamp: 12/10/15 00:36:10,YZ00001723,9010,Failure
Timestamp: 12/10/15 00:39:30,YZ00001723,7614,Failure
Timestamp: 12/10/15 00:41:35,YZ00001723,9146,Failure
Timestamp: 12/11/15 00:47:12,YZ00001723,4650,OK
Timestamp: 12/11/15 00:50:32,YZ00001723,9535,Failure
Timestamp: 12/11/15 00:54:30,YZ00001723,8750,Failure
Timestamp: 12/12/15 00:58:13,YZ00001723,4971,OK
Timestamp: 12/12/15 01:00:24,YZ00001723,8880,Failure
Timestamp: 12/12/15 01:04:11,YZ00001723,9452,Failure
Timestamp: 12/12/15 01:04:45,YZ00001723,9633,Failure
Timestamp: 12/12/15 01:09:09,YZ00001723,9126,Failure
Timestamp: 12/13/15 01:12:47,YZ00001723,8546,Failure
Timestamp: 12/13/15 01:16:55,YZ00001723,4781,OK
Timestamp: 12/13/15 01:17:51,YZ00001723,7074,Failure
Timestamp: 12/13/15 01:20:36,YZ00001723,4893,OK
Timestamp: 12/13/15 01:21:23,YZ00001723,7229,Failure
Timestamp: 12/13/15 01:24:34,YZ00001723,8510,Failure
Timestamp: 12/13/15 01:25:23,YZ00001723,9580,Failure
Timestamp: 12/13/15 01:31:22,YZ00001723,9780,Failure
Timestamp: 12/13/15 01:35:13,YZ00001723,4465,OK
Timestamp: 12/14/15 01:37:20,YZ00001723,7818,Failure
Timestamp: 12/14/15 01:42:00,XK00001402,7160,Failure
Timestamp: 12/14/15 01:46:53,XK00001402,3188,OK
Timestamp: 12/14/15 01:51:12,XK00001402,8003,Failure
Timestamp: 12/14/15 01:57:03,XK00001402,1609,OK
Timestamp: 12/14/15 02:01:17,XK00001402,4216,OK
Timestamp: 12/14/15 02:04:50,XK00001402,3450,OK
Timestamp: 12/15/15 02:07:23,XK00001402,1518,OK
Timestamp: 12/15/15 02:11:43,XK00001402,1398,OK
Timestamp: 12/15/15 02:16:05,XK00001402,733,OK
Timestamp: 12/15/15 02:16:39,XK00001402,6366,Failure
Timestamp: 12/15/15 02:18:46,XK00001402,5897,Failure
Timestamp: 12/15/15 02:20:51,XK00001402,1559,OK
Timestamp: 12/15/15 02:21:31,XK00001402,2696,OK
Timestamp: 12/16/15 02:25:11,XK00001402,6650,Failure
Timestamp: 12/16/15 02:25:49,XK00001402,3828,OK
Timestamp: 12/16/15 02:26:25,XK00001402,3454,OK
Timestamp: 12/16/15 02:31:14,XK00001402,6566,Failure
Timestamp: 12/16/15 02:32:44,XK00001402,9362,Failure
Timestamp: 12/16/15 02:37:13,XK00001402,3304,OK
Timestamp: 12/16/15 02:42:28,XK00001402,3465,OK
Timestamp: 12/16/15 02:46:54,XK00001402,3488,OK
Timestamp: 12/16/15 02:49:47,XK00001402,6185,Failure
Timestamp: 12/16/15 02:50:34,XK00001402,3791,OK
Timestamp: 12/16/15 02:55:18,XK00001402,5745,Failure
Timestamp: 12/16/15 02:59:58,XK00001402,6923,Failure
Timestamp: 12/16/15 03:03:29,XK00001402,2122,OK
Timestamp: 12/16/15 03:06:21,XK00001402,6059,Failure
Timestamp: 12/17/15 03:10:52,XK00001402,7148,Failure
Timestamp: 12/17/15 03:14:15,XK00001402,2186,OK
Timestamp: 12/17/15 03:19:25,XK00001402,6913,Failure
Timestamp: 12/17/15 03:23:07,XK00001402,3541,OK
Timestamp: 12/17/15 03:23:46,XK00001402,2183,OK
Timestamp: 12/17/15 03:24:49,XK00001402,2134,OK
Timestamp: 12/17/15 03:26:08,XK00001402,6503,Failure
Timestamp: 12/17/15 03:28:15,XK00001402,5772,Failure
Timestamp: 12/17/15 03:33:36,XK00001402,352,OK
Timestamp: 12/17/15 03:35:50,WK00001576,430,OK
Timestamp: 12/17/15 03:39:33,WK00001576,8204,Failure
Timestamp: 12/17/15 03:41:23,WK00001576,5865,Failure
Timestamp: 12/18/15 03:43:41,WK00001576,1231,OK
Timestamp: 12/19/15 03:46:02,WK00001576,6075,Failure
Timestamp: 12/19/15 03:49:32,WK00001576,5323,Failure
Timestamp: 12/19/15 03:51:19,WK00001576,1781,OK
Timestamp: 12/19/15 03:52:54,WK00001576,2070,OK
Timestamp: 12/20/15 03:54:21,WK00001576,1010,OK
Timestamp: 12/21/15 03:57:35,WK00001576,5251,Failure
Timestamp: 12/21/15 04:03:13,WK00001576,3504,OK
Timestamp: 12/21/15 04:04:31,WK00001576,2562,OK
Timestamp: 12/21/15 04:06:50,WK00001576,5829,Failure
Timestamp: 12/21/15 04:11:17,WK00001576,4195,OK
Timestamp: 12/21/15 04:11:27,WK00001576,2659,OK
Timestamp: 12/21/15 04:13:07,WK00001576,1078,OK
Timestamp: 12/21/15 04:18:56,WK00001576,1719,OK
Timestamp: 12/21/15 04:20:44,WK00001576,1174,OK
Timestamp: 12/21/15 04:22:08,WK00001576,1072,OK
Timestamp: 12/21/15 04:26:03,WK00001576,9439,Failure
Timestamp: 12/21/15 04:29:27,WK00001576,644,OK
Timestamp: 12/21/15 04:33:17,WK00001576,5216,Failure
